superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 14	<http://purl.obolibrary.org/obo/DHBA_10197>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate orbital frontal cortex	<http://purl.obolibrary.org/obo/DHBA_10198>	gen	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral division of OFCi (area 11)	<http://purl.obolibrary.org/obo/DHBA_10199>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of area 11	<http://purl.obolibrary.org/obo/DHBA_10200>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral subdivision of area 11	<http://purl.obolibrary.org/obo/DHBA_10201>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal division of OFCi (area 13)	<http://purl.obolibrary.org/obo/DHBA_10202>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of area 13	<http://purl.obolibrary.org/obo/DHBA_10203>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral subdivision of area 13	<http://purl.obolibrary.org/obo/DHBA_10204>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral orbital frontal cortex (area 12/47)	<http://purl.obolibrary.org/obo/DHBA_10205>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of area 12/47	<http://purl.obolibrary.org/obo/DHBA_10206>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral subdivision of area 12/47	<http://purl.obolibrary.org/obo/DHBA_10207>	Verify	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_00041067)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parietal neocortex	<http://purl.obolibrary.org/obo/DHBA_10208>	gen	parietal cortex (http://purl.obolibrary.org/obo/UBERON_0016530)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	head and face region of S1	<http://purl.obolibrary.org/obo/DHBA_10210>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	upper limb region of S1	<http://purl.obolibrary.org/obo/DHBA_10211>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	trunk region of S1	<http://purl.obolibrary.org/obo/DHBA_10212>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lower limb region of S1	<http://purl.obolibrary.org/obo/DHBA_10213>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral division of SPC (area 5)	<http://purl.obolibrary.org/obo/DHBA_10216>	Verify	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cingulate subdivision of area 5	<http://purl.obolibrary.org/obo/DHBA_10217>	Verify	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral subdivision of area 5	<http://purl.obolibrary.org/obo/DHBA_10218>	Verify	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of area 5	<http://purl.obolibrary.org/obo/DHBA_10219>	Verify	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal division of SPC (area 7)	<http://purl.obolibrary.org/obo/DHBA_10220>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of area 7	<http://purl.obolibrary.org/obo/DHBA_10221>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of area 7	<http://purl.obolibrary.org/obo/DHBA_10222>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 7	<http://purl.obolibrary.org/obo/DHBA_10223>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral subdivision of area 7	<http://purl.obolibrary.org/obo/DHBA_10224>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posteroventral (inferior) parietal cortex	<http://purl.obolibrary.org/obo/DHBA_10225>	gen	posterior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0034889)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral division of IPC (area 40)	<http://purl.obolibrary.org/obo/DHBA_10226>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostrodorsal subdivision of area 40	<http://purl.obolibrary.org/obo/DHBA_10227>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostroventral subdivision of area 40	<http://purl.obolibrary.org/obo/DHBA_10228>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior subdivision of area 40	<http://purl.obolibrary.org/obo/DHBA_10231>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal division of IPC (area 39)	<http://purl.obolibrary.org/obo/DHBA_10232>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of area 39	<http://purl.obolibrary.org/obo/DHBA_10233>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 39	<http://purl.obolibrary.org/obo/DHBA_10234>	Verify	inferior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006088)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	temporal neocortex	<http://purl.obolibrary.org/obo/DHBA_10235>	gen	temporal cortex (http://purl.obolibrary.org/obo/UBERON_0016538)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	main portion of A1C (area TC, area 41)	<http://purl.obolibrary.org/obo/DHBA_10237>	gen	primary auditory cortex (http://purl.obolibrary.org/obo/UBERON_0034751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral portion of A1C	<http://purl.obolibrary.org/obo/DHBA_10238>	gen	primary auditory cortex (http://purl.obolibrary.org/obo/UBERON_0034751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superolateral temporal cortex	<http://purl.obolibrary.org/obo/DHBA_10240>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	anterior (rostral) superior temporal cortex (area 22r)	<http://purl.obolibrary.org/obo/DHBA_10241>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate superior temporal cortex (area 22i)	<http://purl.obolibrary.org/obo/DHBA_10242>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posterior (caudal) superior temporal cortex (area 22c)	<http://purl.obolibrary.org/obo/DHBA_10243>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	polysensory temporal cortex (area 22p)	<http://purl.obolibrary.org/obo/DHBA_10244>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral division of 22p (area 22pr)	<http://purl.obolibrary.org/obo/DHBA_10245>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate division of 22p (area 22pi)	<http://purl.obolibrary.org/obo/DHBA_10246>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal division of 22p (area 22pc)	<http://purl.obolibrary.org/obo/DHBA_10247>	Verify	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	midlateral temporal  cortex (area TEd, area 21)	<http://purl.obolibrary.org/obo/DHBA_10248>	Verify	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of area 21	<http://purl.obolibrary.org/obo/DHBA_10249>	Verify	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate subdivision of area 21	<http://purl.obolibrary.org/obo/DHBA_10250>	Verify	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 21	<http://purl.obolibrary.org/obo/DHBA_10251>	Verify	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferolateral temporal cortex (area TEv, area 20)	<http://purl.obolibrary.org/obo/DHBA_10252>	Verify	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of area 20	<http://purl.obolibrary.org/obo/DHBA_10253>	Verify	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate subdivision of area 20	<http://purl.obolibrary.org/obo/DHBA_10254>	Verify	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 20	<http://purl.obolibrary.org/obo/DHBA_10255>	Verify	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	midinferior (fusiform) temporal cortex	<http://purl.obolibrary.org/obo/DHBA_10256>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral division of MITC (area 36)	<http://purl.obolibrary.org/obo/DHBA_10257>	Verify	Brodmann (1909) area 36 (http://purl.obolibrary.org/obo/UBERON_0006104)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of area 36	<http://purl.obolibrary.org/obo/DHBA_10258>	Verify	Brodmann (1909) area 36 (http://purl.obolibrary.org/obo/UBERON_0006104)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of area 36	<http://purl.obolibrary.org/obo/DHBA_10259>	Verify	Brodmann (1909) area 36 (http://purl.obolibrary.org/obo/UBERON_0006104)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal division of MITC (area TF)	<http://purl.obolibrary.org/obo/DHBA_10260>	Verify	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial temporal-occipital cortex (area TFO)	<http://purl.obolibrary.org/obo/DHBA_10261>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral temporal-occipital cortex (area 37)	<http://purl.obolibrary.org/obo/DHBA_10262>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posterior parahippocampal cortex	<http://purl.obolibrary.org/obo/DHBA_10263>	gen	posterior parahippocampal gyrus (http://purl.obolibrary.org/obo/UBERON_0002657)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial division of PPHC (area TH)	<http://purl.obolibrary.org/obo/DHBA_10264>	Verify	posterior parahippocampal gyrus (http://purl.obolibrary.org/obo/UBERON_0002657)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral division of PPHC (area TL)	<http://purl.obolibrary.org/obo/DHBA_10265>	Verify	posterior parahippocampal gyrus (http://purl.obolibrary.org/obo/UBERON_0002657)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	temporal polar cortex (area TG, area 38)	<http://purl.obolibrary.org/obo/DHBA_10266>	gen	temporal pole (http://purl.obolibrary.org/obo/UBERON_0002576)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parainsular cortex	<http://purl.obolibrary.org/obo/DHBA_10267>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	occipital neocortex	<http://purl.obolibrary.org/obo/DHBA_10268>	gen	occipital cortex (http://purl.obolibrary.org/obo/UBERON_0016540)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	primary visual cortex (striate cortex, area V1/17)	<http://purl.obolibrary.org/obo/DHBA_10269>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	extrastriate occipital cortex	<http://purl.obolibrary.org/obo/DHBA_10270>	gen	extrastriate cortex (http://purl.obolibrary.org/obo/UBERON_0014370)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	peristriate cortex (area 19)	<http://purl.obolibrary.org/obo/DHBA_10272>	Verify	extrastriate cortex (http://purl.obolibrary.org/obo/UBERON_0014370)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	area V3 of peristriate cortex	<http://purl.obolibrary.org/obo/DHBA_10273>	Verify	extrastriate cortex (http://purl.obolibrary.org/obo/UBERON_0014370)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	area VP of peristriate cortex	<http://purl.obolibrary.org/obo/DHBA_10274>	Verify	extrastriate cortex (http://purl.obolibrary.org/obo/UBERON_0014370)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	area V3A of peristriate cortex	<http://purl.obolibrary.org/obo/DHBA_10275>	Verify	extrastriate cortex (http://purl.obolibrary.org/obo/UBERON_0014370)		
